pt,title,lokasi,is_urgent,gaji,pendidikan,level,link,tipe_pekerjaan,description,post_date
"PT Bhakti Satria Persada",IMPLEMENTOR,"Prov. DKI-Jakarta",false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Tidak Disebutkan",https://karir.com//opportunities/1394527,"Tidak Disebutkan","<ol>
	<li>D3/S1</li>
	<li>Bahasa inggris pasif (tertulis)</li>
	<li>Microsoft Office 365, ppt, excel, word</li>
	<li>Berintegritas</li>
	<li>Pemahaman supply chain penting tapi tidak wajib</li>
	<li>Bersedia Mobile antar kota</li>
	<li>Displin Waktu</li>
	<li>Proaktif</li>
	<li>Komunikasi Aktif</li>
</ol>
",2024-04-01T03:15:38.589597Z
"PT Transpacific Finance","Credit Marketing Officer (CMO) - Sumedang","KABUPATEN SUMEDANG",false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3"",""SMA""]","Pemula / Staf",https://karir.com//opportunities/1388498,"Tidak Disebutkan","<p>MOTOR BARU
</p>
<p><ul><li>Usia Maksimal 27 tahun untuk pendidikan SMA/Sederajat
</li><li>Usia Maksimal 32 tahun untuk pendidikan D3/D4/S1
</li><li>Diutamakan yang memiliki pengalaman 1 tahun di perusahaan Pembiayaan sebagai CMO
</li><li>Berjiwa Marketing atau Sales dan berorientasi pada penjualan produk pembiayaan
</li><li>Memiliki koneksi/jaringan serta hubungan yang baik
</li><li>Komunikatif dan Dinamis, serta terbiasa bekerja dengan Target (penjualan per-unit)
</li><li>Memiliki SIM C (masih berlaku)
</li></ul></p><p>DANA TUNAI
</p><p><ul><li>Usia Maksimal 30 tahun untuk pendidikan SMA/Sederajat
</li><li>Usia Maksimal 35 tahun untuk pendidikan D3/S1
</li><li>Diutamakan yang memiliki pengalaman 1 tahun di perusahaan Pembiayaan sebagai CMO
</li><li>Berjiwa Marketing atau Sales dan berorientasi pada penjualan produk
</li><li>Komunikatif dan Dinamis, serta terbiasa bekerja dengan Target
</li><li>Memiliki SIM C (masih berlaku)
</li><li>Untuk penempatan di wilayah Karawang
</li><li>Diutamakan domisili tempat tinggal sekarang di Wilayah Jangkauan Sumedang
</li><li>Bersedia untuk melakukan Swab Antigen (Jika lolos tahap Interview)</li></ul></p>
",2024-04-01T02:55:34.838383Z
"PT Tabitha Express","Marketing & Sales ","Jakarta Utara",false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1384723,"Tidak Disebutkan","<p>Follow up penjualan dan promo kepada pelanggan ( pelanggan lama dan baru )
</p>
<p>Memberikan quotation yang diminta customer.
</p><p>Menanggapi pertanyaan pelanggan dan jelaskan syarat dan ketentuan pengiriman barang dengan ramah dan kooperatif.
</p><p>Menawarkan layanan dan promo terbaru perusahaan kepada pelanggan
</p><p>Mempromosikan citra perusahaan setiap saat.</p>


",2024-04-01T04:31:44.978085Z
"Panel Place International PTe LTD","Responden Survei Online (Paruh Waktu / Sambilan)",Surabaya,false,LABEL_COMPETITIVE_SALARY,"[""Apa Saja""]","Pemula / Staf",https://karir.com//opportunities/1394545,"Tidak Disebutkan","<p><ul><li>Mahir Komputer</li><li>Memiliki koneksi internet</li><li>Mengerti sedikit Bahasa Inggris</li><li>Memiliki alamat email yang valid untuk menerima undangan untuk riset pasar</li></ul></p><p>Calon yang berminat silakan mendaftar di <strong><u>https://bit.ly/ppkr-id-sub-mr</u></strong></p>",2024-04-01T08:37:06.154148Z
"PT Universal Eco Pasific","Engineering Manager","Jakarta Pusat",false,LABEL_COMPETITIVE_SALARY,"[""S2"",""S1""]","Manajer - Departemen",https://karir.com//opportunities/1394526,"Tidak Disebutkan","<p><ul><li>Usia maksimal 45 tahun
</li><li>Pendidikan min. S1 Teknik Mesin/Teknik Elektro
</li><li>Memiliki pengalaman min. 5 tahun sebagai Engineering Manager
</li><li>Memiliki pengalaman lean manufacturing dan continuous improvement
</li><li>Memahami dan menguasai Total Productive, Maintenance dan spareparts management
</li><li>Dapat membuat flow chart alur kerja mesin produksi
</li><li>Memahami dan menguasai manajemen : lapangan, engineering, maintenance, utility, dan workshop
</li><li>Menguasai pengetahuan electrical dan mechanical
</li><li>Memiliki kemampuan dalam menganalisa data dan memimpin tim dengan baik
</li><li>Pekerja keras, teliti, disiplin dan bertanggungjawab
</li><li>Siap bekerja dengan mobilisasi yang tinggi</li></ul></p>",2024-04-01T02:53:07.083737Z
"PT Bhakti Satria Persada",IMPLEMENTOR,"Prov. DKI-Jakarta",false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Tidak Disebutkan",https://karir.com//opportunities/1394527,"Tidak Disebutkan","<ol>
	<li>D3/S1</li>
	<li>Bahasa inggris pasif (tertulis)</li>
	<li>Microsoft Office 365, ppt, excel, word</li>
	<li>Berintegritas</li>
	<li>Pemahaman supply chain penting tapi tidak wajib</li>
	<li>Bersedia Mobile antar kota</li>
	<li>Displin Waktu</li>
	<li>Proaktif</li>
	<li>Komunikasi Aktif</li>
</ol>
",2024-04-01T03:15:38.589597Z
"PT HASWARA ANJAYA AKEH","Sales B2B",Surabaya,false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394530,"Tidak Disebutkan","<ul>
	<li>Pria/Wanita &nbsp;</li>
	<li>Pendidikan min S1 Jurusan Manajemen Marketing, Food Science, Teknik Kimia</li>
	<li>Memiliki pengalaman Min. 1 tahun sebagai food B2B/food B2C/HORECA Sales Marketing</li>
	<li>Menguasai Computer (Ms. Office)</li>
	<li>Domisili Surabaya dan max usia 37 tahun &nbsp;</li>
	<li>Min. Vaksin tahap 3</li>
</ul>
",2024-04-01T04:09:50.776899Z
"PT Universal Eco Pasific","Head Of Internal Audit","Jakarta Pusat",false,LABEL_COMPETITIVE_SALARY,"[""S2"",""S1""]","Manajer - Departemen",https://karir.com//opportunities/1394525,"Tidak Disebutkan","<p><ul><li>Pendidikan minimal S1 Akuntansi, Ekonomi, Management</li><li>Memiliki jiwa kepemimpinan, mengkoordinasikan bawahan, mampu berkoordinasi dengan Divisi/Departemen yang ada.
</li><li>Memiliki pengalaman minimal 3 tahun pada posisi yang sama
</li><li>Memiliki pengalaman bekerja di Perusahaan Manufacturing
</li><li>Mampu mengoperasikan Microsoft Office (Word, Excell, Power Point, diutamakan yang pernah mengoperasikan aplikasi Accurade, dll)
</li><li>Mampu bekerja sendiri maupun dalam tim, jujur, cekatan, pekerja keras, memiliki semangat kerja yang tinggi
</li><li>Integritas &amp; Dedikasi yang tinggi serta berpikir kritis
</li><li>Bersedia melakukan kunjungan keluar kota ataupun pulau untuk kurun waktu tertentu</li></ul></p>",2024-04-01T02:49:22.720662Z
"Panel Place International PTe LTD","Responden Survei Online (Paruh Waktu / Sambilan)",Medan,false,LABEL_COMPETITIVE_SALARY,"[""Apa Saja""]","Pemula / Staf",https://karir.com//opportunities/1394544,"Tidak Disebutkan","<p><ul><li>Mahir Komputer</li><li>Memiliki koneksi internet</li><li>Mengerti sedikit Bahasa Inggris</li><li>Memiliki alamat email yang valid untuk menerima undangan untuk riset pasar</li></ul></p><p>Calon yang berminat silakan mendaftar di <strong><u>https://bit.ly/ppkr-id-mes-mr</u></strong></p>",2024-04-01T08:33:03.148885Z
"Panel Place International PTe LTD","Responden Survei Online (Paruh Waktu / Sambilan)",Padang,false,LABEL_COMPETITIVE_SALARY,"[""Apa Saja""]","Pemula / Staf",https://karir.com//opportunities/1394549,"Tidak Disebutkan","<p><ul><li>Mahir Komputer</li><li>Memiliki koneksi internet</li><li>Mengerti sedikit Bahasa Inggris</li><li>Memiliki alamat email yang valid untuk menerima undangan untuk riset pasar</li></ul></p><p>Calon yang berminat silakan mendaftar di <strong><u>https://bit.ly/ppkr-id-pdg-mr</u></strong></p>",2024-04-01T08:54:46.092731Z
"Panel Place International PTe LTD","Responden Survei Online (Paruh Waktu / Sambilan)",Bandung,false,LABEL_COMPETITIVE_SALARY,"[""Apa Saja""]","Pemula / Staf",https://karir.com//opportunities/1394537,"Tidak Disebutkan","<p><ul><li>Mahir Komputer</li><li>Memiliki koneksi internet</li><li>Mengerti sedikit Bahasa Inggris</li><li>Memiliki alamat email yang valid untuk menerima undangan untuk riset pasar</li></ul></p><p>Calon yang berminat silakan mendaftar di <strong><u>https://bit.ly/ppkr-id-bdo-mr</u></strong></p>",2024-04-01T08:02:23.038729Z
"Panel Place International PTe LTD","Responden Survei Online (Paruh Waktu / Sambilan)","Jakarta Timur",false,LABEL_COMPETITIVE_SALARY,"[""Apa Saja""]","Pemula / Staf",https://karir.com//opportunities/1394542,"Tidak Disebutkan","<p><ul><li>Mahir Komputer</li><li>Memiliki koneksi internet</li><li>Mengerti sedikit Bahasa Inggris</li><li>Memiliki alamat email yang valid untuk menerima undangan untuk riset pasar</li></ul></p><p>Calon yang berminat silakan mendaftar di <strong><u>https://bit.ly/ppkr-id-jkt-mr</u></strong></p>",2024-04-01T08:17:22.089629Z
"Panel Place International PTe LTD","Responden Survei Online (Paruh Waktu / Sambilan)",Palembang,false,LABEL_COMPETITIVE_SALARY,"[""Apa Saja""]","Pemula / Staf",https://karir.com//opportunities/1394536,"Tidak Disebutkan","<p><ul><li>Mahir Komputer</li><li>Memiliki koneksi internet</li><li>Mengerti sedikit Bahasa Inggris</li><li>Memiliki alamat email yang valid untuk menerima undangan untuk riset pasar</li></ul></p><p>Calon yang berminat silakan mendaftar di <strong><u>https://bit.ly/ppkr-id-plm-mr</u></strong></p>",2024-04-01T08:00:30.042073Z
"PT Shelter Nusantara","Welder karanganyar","KOTA SEMARANG",false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394522,"Tidak Disebutkan","<p>Min SMK/D3 <br>Berpengalaman dibidang yang sama<br>Penempatan Karanganyar, Solo 2 Bulan<br>Bersedia training di Sidoarjo</p><p>BenefitGaji Rp 2.269.000,- <br>BPJS Ketenagakerjaan dan Kesehatan(Selama Training 2 bulan) Mess, Makan siang
</p><p><br></p>
",2024-03-31T06:29:17.653502Z
"PT Rajawali Anugrah Resources","MARKETING INDIHOME TANGERANG","Jakarta Selatan",false,LABEL_COMPETITIVE_SALARY,"[""Apa Saja""]","Pemula / Staf",https://karir.com//opportunities/1394518,"Tidak Disebutkan","<p style=""text-align: center;""><strong>"" SALES EXECUTIVE </strong></p><p style=""text-align: center;""><strong>Internet INDIHOME TELKOMSEL TANGERANG "" </strong></p><p style=""text-align: center;""><strong>PENEMPATAN : TELKOMSEL terdekat dari rumah </strong></p><br><p>Dengan kualifikasi sbb : </p><p>1. Pria / Wanita </p><p>2. Usia maksimal 50 tahun </p><p>3. Diutamakan berjiwa Sales / Marketing </p><p>4. Di utamakan memiliki motor </p><p>5. Lebih di sukai berpengalaman sales provider </p><p>6. Freshgraduate silahkan melamar </p><p>7. Domisili Tangerang </p><br><p>Area Telkom yang dipilih : <strong>Telkomsel Tangerang</strong><br></p><br><p><strong>Walk Interview Langsung</strong> :<br><br>Hari : Selasa 2 April 2024<br><br>Waktu : Pukul 09.00 s/d 12.00<br><br>Tempat : Telkom Ciledug, Jl. Cipto Mangunkusumo, RT.001/RW.003, Sudimara Tim., Kec. Ciledug, Kota Tangerang, Banten 15151<br><br>Bertemu : <strong>Pak Avim Hrd Recruitment / Pak Hardian Koordinator RAR</strong></p><br><p>Posisi Lowongan : </p><p>Posisi : <strong>SALES EXECUTIVE</strong> </p><p>Area yang dipilih : </p><p>Nama Lengkap : </p><p>Domisili Kota Tinggal Saat ini : </p><br><p>Recruitment Centre </p><p>RAJAWALI ANUGRAH RESOURCES </p><p>( Lantai 2 dengan Lift DAPOER BENHIL ) </p><p>Jalan Bendungan Jatiliuhur No 17 Benhil Jakarta Pusat </p><p><strong>Pak Avim Wa : 08886100024</strong> </p><br><br><br><br><p><strong>NOTE : PELAMAR TIDAK DI PUNGUT BIAYA APA PUN ALIAS GRATIS (FREE)</strong></p>",2024-03-30T10:14:48.150392Z
"PT Rajawali Anugrah Resources","MARKETING INDIHOME KAB BEKASI","Jakarta Selatan",false,LABEL_COMPETITIVE_SALARY,"[""Apa Saja""]","Pemula / Staf",https://karir.com//opportunities/1394517,"Tidak Disebutkan","<p style=""text-align: center;""><strong>"" SALES EXECUTIVE </strong></p><p style=""text-align: center;""><strong>Internet INDIHOME TELKOMSEL KAB BEKASI "" </strong></p><p style=""text-align: center;""><strong>PENEMPATAN : TELKOMSEL terdekat dari rumah </strong></p><br><p>Dengan kualifikasi sbb : </p><p>1. Pria / Wanita </p><p>2. Usia maksimal 50 tahun </p><p>3. Diutamakan berjiwa Sales / Marketing </p><p>4. Di utamakan memiliki motor </p><p>5. Lebih di sukai berpengalaman sales provider </p><p>6. Freshgraduate silahkan melamar </p><p>7. Domisili Kab Bekasi </p><br><p>Area Telkom yang dipilih : <strong>Telkomsel Kab Bekasi</strong><br></p><br><p><strong>Walk Interview Langsung</strong> :<br><br>Hari : Kamis 4 April 2024<br><br>Waktu : Pukul 09.00 s/d 12.00<br><br>Tempat : Sto Cibitung Jl. Raya Setu No.27, Tambun, Kec. Tambun Sel., Kabupaten Bekasi, Jawa Barat 17510<br><br>Bertemu : <strong>Pak Avim Hrd Recruitment / Pak Faqih Supervisor RAR</strong></p><br><p>Posisi Lowongan : </p><p>Posisi : <strong>SALES EXECUTIVE</strong> </p><p>Area yang dipilih : </p><p>Nama Lengkap : </p><p>Domisili Kota Tinggal Saat ini : </p><br><p>Recruitment Centre </p><p>RAJAWALI ANUGRAH RESOURCES </p><p>( Lantai 2 dengan Lift DAPOER BENHIL ) </p><p>Jalan Bendungan Jatiliuhur No 17 Benhil Jakarta Pusat </p><p><strong>Pak Avim Wa : 08886100024</strong> </p><br><br><br><br><p><strong>NOTE : PELAMAR TIDAK DI PUNGUT BIAYA APA PUN ALIAS GRATIS (FREE)</strong></p>",2024-03-30T09:47:36.802692Z
"PT Rajawali Anugrah Resources","MARKETING INDIHOME KAB PANDEGLANG","Jakarta Selatan",false,LABEL_COMPETITIVE_SALARY,"[""Apa Saja""]","Pemula / Staf",https://karir.com//opportunities/1394516,"Tidak Disebutkan","<p style=""text-align: center;""><strong>"" SALES EXECUTIVE </strong></p><p style=""text-align: center;""><strong>Internet INDIHOME TELKOMSEL KAB PANDEGLANG "" </strong></p><p style=""text-align: center;""><strong>PENEMPATAN : TELKOMSEL terdekat dari rumah </strong></p><br><p>Dengan kualifikasi sbb : </p><p>1. Pria / Wanita </p><p>2. Usia maksimal 50 tahun </p><p>3. Diutamakan berjiwa Sales / Marketing </p><p>4. Di utamakan memiliki motor </p><p>5. Lebih di sukai berpengalaman sales provider </p><p>6. Freshgraduate silahkan melamar </p><p>7. Domisili Kab Pandeglang&nbsp;</p><br><p>Area Telkom yang dipilih : <strong>Telkomsel Kab Pandeglang</strong></p><p><strong><br></strong></p><p><strong>Walk Interview Langsung</strong> : </p><p>Hari : Senin 1 April 2024</p><p>Waktu : Pukul 09.00 s/d 12.00</p><p>Tempat : Sto Pandeglang Jl. Mulkita No.17, Kabayan, Kec. Pandeglang, Kabupaten Pandeglang, Banten 42212</p><p>Bertemu : <strong>Pak Avim Hrd Recruitment / Pak Thito Koordinator RAR</strong><br></p><br><p>Posisi Lowongan : </p><p>Posisi : <strong>SALES EXECUTIVE</strong> </p><p>Area yang dipilih : </p><p>Nama Lengkap : </p><p>Domisili Kota Tinggal Saat ini : </p><br><p>Recruitment Centre </p><p>RAJAWALI ANUGRAH RESOURCES </p><p>( Lantai 2 dengan Lift DAPOER BENHIL ) </p><p>Jalan Bendungan Jatiliuhur No 17 Benhil Jakarta Pusat </p><p><strong>Pak Avim Wa : 08886100024</strong> </p><br><br><br><p><strong><br></strong></p><p><strong>NOTE : PELAMAR TIDAK DI PUNGUT BIAYA APA PUN ALIAS GRATIS (FREE)</strong></p>",2024-03-30T09:41:24.518174Z
"PT Imecon Teknindo","Maintenance Technician Alat Produksi","Jakarta Selatan",false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1394519,"Tidak Disebutkan","- Sehat jasmani &amp; rohani<p>- Wajib sudah vaksin Booster 1 (Vaksin Ketiga)</p><p>- Memiliki pengalaman kerja di industri Farmasi lebih disukai</p>",2024-03-30T12:33:59.113993Z
"PT Rajawali Anugrah Resources","MARKETING INDIHOME KAB TANGERANG","Jakarta Selatan",false,LABEL_COMPETITIVE_SALARY,"[""Apa Saja""]","Pemula / Staf",https://karir.com//opportunities/1394520,"Tidak Disebutkan","<p style=""text-align: center;""><strong>"" SALES EXECUTIVE</strong></p><p style=""text-align: center;""><strong>Internet INDIHOME TELKOMSEL KAB TANGERANG ""</strong></p><p style=""text-align: center;""><strong>PENEMPATAN : TELKOMSEL terdekat dari rumah</strong></p><br><p>Dengan kualifikasi sbb :</p><p>1. Pria / Wanita</p><p>2. Usia maksimal 50 tahun</p><p>3. Diutamakan berjiwa Sales / Marketing</p><p>4. Di utamakan memiliki motor</p><p>5. Lebih di sukai berpengalaman sales provider</p><p>6. Freshgraduate silahkan melamar</p><p>7. Domisili Kab Tangerang</p><br><p>Area Telkom yang dipilih : <strong>Telkomsel Kab Tangerang</strong></p><br><p><strong>Walk Interview Langsung</strong> :</p><p>Hari : Rabu 3 April 2024</p><p>Waktu : Pukul 09.00 s/d 12.00</p><p>Tempat : Telkom Tigaraksa Jalan Nn Blok No., Jl. Nn Blok AN33 No.41, Kadu Agung, Tigaraksa, Tangerang Regency, Banten 15720</p><p>Bertemu : <strong>Pak Avim Hrd Recruitment / Pak Ari Koordinator RAR</strong></p><br><p>Posisi Lowongan :</p><p>Posisi : <strong>SALES EXECUTIVE</strong></p><p>Area yang dipilih :</p><p>Nama Lengkap :</p><p>Domisili Kota Tinggal Saat ini :</p><br><p>Recruitment Centre</p><p>RAJAWALI ANUGRAH RESOURCES</p><p>( Lantai 2 dengan Lift DAPOER BENHIL )</p><p>Jalan Bendungan Jatiliuhur No 17 Benhil Jakarta Pusat</p><p><strong>Pak Avim Wa : 08886100024</strong></p><br><br><br><br><p><strong>NOTE : PELAMAR TIDAK DI PUNGUT BIAYA APA PUN ALIAS GRATIS (FREE)</strong></p>",2024-03-30T12:38:28.824619Z
"Insurance Business","Pruventure Management Trainee Programme (i)","Prov. DKI-Jakarta",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Kepala Unit Bisnis",https://karir.com//opportunities/1394515,"Tidak Disebutkan","<p>Qualifications:</p><p>1. Min. age: 27-40</p><p>2. Minimum income at the current or last company is IDR 10 million.</p><p>3. Minimum education bachelor's degree</p><p>4. Minimum work experience of 5 year</p><p>5. Experience in sales, marketing, customer service, or related field is a plus</p><p>6. Domicile Jabodetabek</p><p>7. Have a private vehicle</p><p>8. Ready and adaptable to change&nbsp;</p><p>9. Interested to people</p><p>10. Growth oriented&nbsp;</p><p>11. Teachable</p><p>Only shortlisted candidates will be contacted. Apply only if you meet the qualifications.</p><br>",2024-03-29T17:28:48.867267Z
"Insurance Business","Manajemen trainee Senior associate Pruventure","Prov. DKI-Jakarta",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Manajer Senior",https://karir.com//opportunities/1394514,"Tidak Disebutkan","<p><br></p><p>1. Usia antara 25tahun - 38 tahun</p><p>2. S1</p><p>3. Antusias</p><p>4. Motivasi yang kuat</p><p>5. Komunikasi yang Baik</p><p>6. Bisa memimpin( jiwa pemimpin)</p><p>7. Suka di bidang penjualan</p><p>8. Suka Tantangan</p><p>9. Kerja Team dan membangun Team</p><p>10. Suka bisnis</p>",2024-03-29T05:34:54.426388Z
"PT Mitra Insan Sejahtera","Beauty Consultant","Prov. DKI-Jakarta",false,LABEL_COMPETITIVE_SALARY,"[""D3""]","Pemula / Staf",https://karir.com//opportunities/1253314,"Tidak Disebutkan","<ul>
	<li>Wanita</li>
	<li>Usia maksimal 26 tahun</li>
	<li>Minimal D3 Segala Jurusan</li>
</ul>
",2024-03-28T01:47:18.20619Z
"PT Mitra Insan Sejahtera","Recruiter Executive","Jakarta Pusat",false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1281322,"Tidak Disebutkan","<p>&nbsp;</p>

<ol>
	<li>Pria</li>
	<li>Usia maksimal 26 tahun</li>
	<li>Pendidikan minimal SMA/SMK Segala Jurusan</li>
	<li>Memiliki SIM C dan kendaraan bermotor</li>
</ol>

<p>&nbsp;</p>
",2024-03-28T01:42:27.022434Z
"PT Mitra Insan Sejahtera","Beauty Advisor","Prov. DKI-Jakarta",false,LABEL_COMPETITIVE_SALARY,"[""D3""]","Pemula / Staf",https://karir.com//opportunities/1253305,"Tidak Disebutkan","<ul>
	<li>Wanita, Max 26 th</li>
	<li>Min D3 Segala Jurusan. Tinngi min 158cm dg tubuh proposional</li>
	<li>Penempatan Jakarta Selatan</li>
	<li>Jujur, rajin dan bertanggung jawab</li>
	<li>Dapat dipercaya, dan dapat berkomunikasi dengan baik secara lisan maupun tulisan.</li>
	<li>Memiliki semangat untuk mempelajari hal-hal baru dan cepat beradaptasi dalam lingkungan baru.</li>
	<li>Mampu bekerja secara team maupun individu</li>
</ul>
",2024-03-28T01:45:55.335136Z
"PT Mitra Insan Sejahtera","OPERATION MANAGER","Prov. DKI-Jakarta",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Manajer - Departemen",https://karir.com//opportunities/1261581,"Tidak Disebutkan","<p><ul><li>Pria
</li><li>Usia Max. 45th.
</li><li>Pendidikan Min S1 Segala Jurusan
</li><li>Penempatan Jakarta.</li></ul></p>",2024-03-28T01:31:47.53927Z
"PT Mitra Insan Sejahtera","Store Manager","Prov. DKI-Jakarta",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Manajer - Departemen",https://karir.com//opportunities/1270713,"Tidak Disebutkan","<ul>
	<li>wanita</li>
	<li>usia maks 26th,</li>
	<li>pendidikan min S1 Segala Jurusan,&nbsp;</li>
</ul>
",2024-03-28T01:46:21.592921Z
"PT Imecon Teknindo","Sales Taking Order (Medan)",Medan,false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1358091,"Tidak Disebutkan","<ol><li>Pria / Wanita</li><li>Usia Max 27 Tahun</li><li>Pendidikan Min SMA/SMK Sederajat</li><li>Wajib memiliki Motor &amp; SIM C Aktif</li><li>Dapat Bekerja dalam Team dan Tekanan Target&nbsp;</li><li>Berpengalaman di Bidang yg sesuai&nbsp;</li></ol>",2024-03-28T06:23:07.182872Z
"PT Sejahtera Mitra Solusi","Remedial Officer - Jawa Tengah","Prov. Jawa Tengah",false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1394513,"Tidak Disebutkan","<ul><li>Pendidikan minimal D3/S1 semua jurusan, dengan minimal IPK 2,50.
</li><li>Terbuka untuk lulusan baru.
</li><li>Pengalaman di bidang yang sama minimal 1 tahun menjadi nilai tambah.
</li><li>Maksimal usia 30 tahun.
</li><li>Memahami proses bisnis multifinance dan berorientasi pada target.
</li><li>Memiliki kegiatan interpersonal dan komunikasi yang baik, negosiasi, integritas, ulet, teliti, dan jujur.
</li><li>Penempatan Adira Finance Area Jawa Tengah</li></ul>",2024-03-28T10:26:17.423507Z
"PT Mitra Insan Sejahtera","Area Sales Manager","Prov. DKI-Jakarta",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Manajer - Departemen",https://karir.com//opportunities/1270773,"Tidak Disebutkan","<ul>
	<li>Pria.&nbsp;</li>
	<li>Max. 45th.&nbsp;</li>
	<li>Min. S1 Segala Jurusan</li>
</ul>
",2024-03-28T01:43:48.848952Z
"PT Wahana Sinema Fantasi","ADMIN SOSIAL MEDIA","Jakarta Barat",false,LABEL_COMPETITIVE_SALARY,"[""Apa Saja""]","Pemula / Staf",https://karir.com//opportunities/1394506,"Tidak Disebutkan","<p>* Min. SMA atau sederajat semua jurusan
</p>
<p>* Pengalaman Min. 3 Tahun dibidang yg sama
</p><p>* Memiliki kemampuan teamwork, komunikasi dan interpersonal yang baik.
</p><p>* Friendly
</p><p>* Kreatif dan inisiatif.
</p><p>* Aktif bermain Social Media</p>



",2024-03-28T06:05:15.214487Z
"PT Mitra Insan Sejahtera","SALES REPRESENTATIVE ","Banda Aceh",false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1391443,"Tidak Disebutkan","<p><ul><li>Pria/Wanita</li><li>Max 26 th.&nbsp;</li><li>Min SMA Segala Jurusan.&nbsp;</li><li>Memiliki SIM C dan kendaraan bermotor.&nbsp;</li><li>Menyukai pekerjaan lapangan.&nbsp;</li></ul></p>",2024-03-28T01:44:20.046157Z
"PT Mitra Insan Sejahtera","Production Staff","Jakarta Pusat",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1266893,"Tidak Disebutkan","<p>&nbsp;</p>

<ul>
	<li>Pria/ Wanita. Max 26 th. Min Apoteker/ S1 Farmasi/ Kimia/ Teknik Kimia/ Teknik Industri. Penempatan Kadu Tangerang.</li>
	<li>Jujur, rajin dan bertanggung jawab</li>
	<li>Dapat dipercaya, dan dapat berkomunikasi dengan baik secara lisan maupun tulisan.</li>
	<li>Memiliki semangat untuk mempelajari hal-hal baru dan cepat beradaptasi dalam lingkungan baru.</li>
	<li>Mampu bekerja secara team maupun individu</li>
</ul>

<p>&nbsp;</p>
",2024-03-28T01:40:53.98627Z
"PT Global Sarana Sukses","Marketing B2B",Jakarta,false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394510,"Tidak Disebutkan","<p>• Pria/Wanita,
</p><p>• Usia maks 35 tahun
</p><p>• Pendidikan min SMA/SMK sederajat
</p><p>• Pengalaman sales marketing min 1 th
</p><p>diutamakan sales B2B
</p><p>• Good looking
</p><p>• Memiliki komunikasi yang baik</p>",2024-03-28T08:24:49.351047Z
"PT Shelter Nusantara","Teknisi Listrik",Surabaya,false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394508,"Tidak Disebutkan","<p>- Laki - laki usia max 35 tahun&nbsp;</p><p>- Pendidikan minimal SMK - S1 Listrik</p><p>- Bisa Baca Panel</p><p>- Paham Alat2 Listrik</p><p>- Paham Arus Lemah</p><p>- Penempatan Karanganyar Solo</p>",2024-03-28T07:31:00.465578Z
"PT Mitra Insan Sejahtera","Admin Operational","Prov. DKI-Jakarta",false,LABEL_COMPETITIVE_SALARY,"[""D3""]","Pemula / Staf",https://karir.com//opportunities/1243012,"Tidak Disebutkan","<ul>
	<li>Wanita</li>
	<li>Single</li>
	<li>Usia max 26th</li>
	<li>Pendidikan min D3 segala jurusan</li>
</ul>
",2024-03-28T01:45:34.623304Z
"PT Mitra Insan Sejahtera","Store Supervisor","Prov. DKI-Jakarta",false,LABEL_COMPETITIVE_SALARY,"[""D3""]",Supervisor,https://karir.com//opportunities/1270776,"Tidak Disebutkan","<ul>
	<li>wanita</li>
	<li>single&nbsp;</li>
	<li>usia max 26th&nbsp;</li>
	<li>pendidikan min D3 segala jurusan</li>
</ul>
",2024-03-28T01:42:49.622345Z
"PT Mitra Insan Sejahtera","KEY ACCOUNT MANAGER","Prov. DKI-Jakarta",false,LABEL_COMPETITIVE_SALARY,"[""Apa Saja""]","Manajer - Departemen",https://karir.com//opportunities/1257291,"Tidak Disebutkan","<ul>
	<li>Usia Max 45 th. Min SMA/ SMK Segala Jurusan</li>
	<li>Pengalaman min 5 th di bidang Sales Farmasi/ FMCG/ Distributor Farmasi</li>
	<li>Penempatan seluruh Indonesia</li>
</ul>
",2024-03-28T01:44:48.128525Z
