pt,title,lokasi,gaji,level,pendidikan,tipe_pekerjaan,description,link,post_date
"PT. APPSKU APLIKASI INDONESIA","IT Support",Yogyakarta,Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","PT Appsku Aplikasi Indonesia adalah sebuah perusahaan yang bergerak dibidang teknologi informasi, khususnya yang berkonsentrasi sebagai spesialis pengembang aplikasi seluler. Kami mencari IT Support untuk bergabung dengan tim kami. 

Tanggung Jawab Pekerjaan :

1.	Melakukan Troubleshooting atas setiap permasalahan pada system, hardware & Jaringan (Helpdesk)
2.	Memandu user saat mengalami kesulitan dalam menggunakan System POS .
3.	Melakukan Testing saat terjadi perubahan pada system
4.	Melakukan Pendataan asset IT

Keahlian :

Menguasai Microsoft
Mengerti basic hardware dan jaringan

Kualifikasi :

1.	Usia Maksimal 25 Tahun
2.	Pendidikan Minimal D3 Tehnik Infomatika / Sistem Infomasi
3. 	Pengalaman minimal 1 tahun

Waktu Bekerja :
Senin – Jumat, 08.00 – 17.00",https://www.loker.id/information-technology/help-desk-it-support/it-support-pt-appsku-aplikasi-indonesia-yogyakarta.html,"Posted Date: Januari 19, 2024"
"Mulyadwipa Komunikasi","IT Networking",Gianyar,Negosiasi,"Junior / Entry Level","SMA / SMK / STM","Paruh Waktu / Part Time","Mulyadwipa Komukinasi yang bergerak dalam bidang IT. Kami sedang membutuhkan Spesialis Networking dengan kualifikasi sebagai berikut:

Tanggung Jawab Pekerjaan :

Menguasai Konsep dan implementasi Jaringan Internet dan Peralatan Computer 

Keahlian :

Bisa Setting Router Jaringan, Computer serta peralatan pendukung lainnya,
Bagi yang tidak punya basic Networking /Jaringan syarat yang dapat diterima ada minat dan tekun mau belajar pada saat bekerja di lapangan

Kualifikasi :

• Pria
• Minimal Pendidikan SMK/SMA
• Penempatan Gianyar, Bali

Waktu Bekerja :
Jam 9 s/d 17 Wita
Tunjangan :

Asuransi, kendaraan Kerja dan tunjangan lainnya",https://www.loker.id/information-technology/network-engineer/it-networking-mulyadwipa-komunikasi-gianyar.html,"Posted Date: Januari 17, 2024"
"PT. GEUM CHEON ENGINEERING","IT Support",Tangerang,"Rp.6 – 7 Juta","Junior / Entry Level","Sarjana / S1",Kontrak,"Menginstal dan mengkonfigurasi perangkat keras komputer, perangkat lunak, sistem, jaringan, atau perlengkapan IT lainnya, Memantau dan memelihara sistem dan jaringan komputer secara berkala, Memberikan dukungan teknis di seluruh perusahaan, Memperbaiki dan mengganti peralatan bila diperlukan, Laporan bulanan, Mengelolan LAN, Maintenance& Troubleshoot, server.

Tanggung Jawab Pekerjaan :

Bertanggung jawab untuk instalasi, evaluasi dan peningkatan terhadap tiga objek utama yaitu komputer, software, dan pengembangan sistem jaringan atau network system.

Keahlian :

1. Kemampuan problem solving yang baik membantu mereka dalam mengidentifikasi akar masalah serta menemukan solusi yang tepat dengan cepat.
2. Berkomunikasi dengan jelas dan efektif dengan karyawan dari berbagai tingkat keahlian teknis.

Kualifikasi :

Pria
Pendidikan S1
Diutamanakan Pengalaman 3-5 Tahun, Fresh graduate silahkan melamar

Waktu Bekerja :
07.30 – 15.30 (Senin – Sabtu)
Tunjangan :

Bpjs Kesehatan & Bpjs Ketenagakerjaan

Insentif :

Uang Lembur",https://www.loker.id/information-technology/help-desk-it-support/it-support-pt-geum-cheon-engineering-tangerang.html,"Updated:  Maret 16, 2024"
"PT. JAYAMANDIRI GEMASEJATI (JG MOTOR GROUP)","IT Support","Bandung Kota",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","PT. Jayamandiri Gemasejati (JG Motor) adalah dealer resmi YAMAHA dengan badan hukum PT Jayamandiri Gemasejati. Bergerak di bidang penjualan retail kendaraan otomotif khususnya motor dengan merk YAMAHA. Didirikan pada tanggal 29 Oktober 1994 berdasarkan Akta Pendirian No. 256 tanggal 29/10/1994 secara operasional menjalankan bisnis retail otomotif YAMAHA pada bulan September 2001 dengan menggunakan nama JG Motor Group. Kami saat ini sedang membutuhkan Staff IT Support yang berkompeten dibidangnya.

Tanggung Jawab Pekerjaan :

_ Bertanggung jawab dalam instalasi, evaluasi dan peningkatan terhadap tiga objek utama yaitu komputer, software, dan pengembangan sistem jaringan atau network system.

Keahlian :

– Menguasai troubleshooting software dan hardware.
– Menguasai jaringan LAN, Router dll.
– Menguasai system operasi microsoft.
– Mampu mengenali dan mengatasi masalah yang terjadi pada printer, scanner.

Kualifikasi :

– Laki-laki/Perempuan.
– Pendidikan min. D3 Teknik Informatika / memiliki keahlian dibidang  komputer, teknologi dan informasi.
– Usia max. 30 tahun.
– Pengalaman minimal 1 tahun

Waktu Bekerja :
Senin – Jumat, 08.30 – 17.30
Tunjangan :

– Uang makan.
– Uang transport.
– BPJS Kesehatan dan Ketenagakerjaan.

Insentif :

Insentif penjualan, THR, dll.",https://www.loker.id/information-technology/help-desk-it-support/it-support-pt-jayamandiri-gemasejati-jg-motor-group-bandung-kota.html,"Posted Date: Januari 4, 2024"
"PT LARONA PRIMA SOLUSI","ERP Client Support","Tangerang Selatan",Negosiasi,"Junior / Entry Level","Sarjana / S1",Kontrak,"PT LARONA PRIMA SOLUSI adalah perusahaan pengembang sistem informasi berbasis cloud (SaaS) untuk ERP (accounting) dan payroll; membutuhkan posisi sebagai ERP Client Support yang bertugas untuk memberikan solusi terkait penggunaan layanan atau produk dengan benar.

Tanggung Jawab Pekerjaan :

– Memberikan presentasi mengenai sistem Larona kepada calon-calon klien
– Menyiapkan jadwal dan materi training klien
– Berdiskusi dengan klien untuk menyesuaikan sistem dengan kebutuhan mereka
– Menyelidiki masalah klien melalui testing dan/atau diskusi
– Mencari solusi yang optimal untuk masalah klien
– Membantu klien menerapkan solusi 

Keahlian :

– Menguasai Sistem ERP
– Mengerti prosedur bisnis
– Memiliki pengetahuan dasar Akuntansi dan pajak khususnya PPh & PPN 

Kualifikasi :

– Laki-laki atau perempuan
– S1 sistem informasi
– Minimal 1 tahun pengalaman di bidang implementasi sistem ERP
– Berani tampil dan presentasi di depan orang lain
– Pandai berkomunikasi dengan jelas & singkat
– Pandai mengatur waktu dan mencapai target

Waktu Bekerja :
Senin – Jumat Jam 08.00 – 17.00",https://www.loker.id/information-technology/help-desk-it-support/erp-client-support-pt-larona-prima-solusi-tangerang-selatan.html,"Updated:  Januari 24, 2024"
"Koperasi Berlian Emas Sejahtera Terus","Staff IT",Malang,Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","Koperasi Berlian Emas Sejahtera Terus adalah perusahaan yang bergerak di bidang distribusi minuman BALI HAI yang sedang berkembang membutuhkan profesional untuk posisi Staff IT

Tanggung Jawab Pekerjaan :

1. Melakukan pengecekan hingga memperbarui sistem operasi dan aplikasi yang dijalankan oleh perusahaan
2. Memastikan bahwa setiap aplikasi yang digunakan bisa berjalan dengan baik
3. Memastikan bahwa setiap komputer yang digunakan bisa berkomunikasi dengan baik dan terhubung dengan sistem jaringan.
4. Memperbaiki dan mengecek jaringan komputer yang bermasalah
5. Pengadaan peralatan komputer, printer, jaringan internet, dsb

Keahlian :

1. Mengetahui cara pemasangan dan pengoperasian program komputer hingga fungsi dari program komputer
2. Memelihara, mengelola, dan memperbaiki kesalahan pada peralatan komputer di perusahaan

Kualifikasi :

1. Pria maksimal berusia 30 th
2. Berdomisili di Malang
3. Memiliki SIM C dan Kendaraan sendiri
4. Pendidikan minimal SMK, D3, S-1 Manajemen Informatika / Sistem Informasi / Teknik Komputer
5. Berpengalaman sebagai Staff IT di perusahaan minimal 2 tahun
6. Menguasai trouble shooting hardware & software maupun jaringan
7. Menguasai Aplikasi Finger Absensi dan CCTV

Waktu Bekerja :
Senin – Jum’at : 08.00 – 17.00 Sabtu : 08.00 – 13.00",https://www.loker.id/information-technology/help-desk-it-support/staff-it-koperasi-berlian-emas-sejahtera-terus-malang.html,"Updated:  Februari 21, 2024"
"PT. APPSKU APLIKASI INDONESIA","IT Support",Bogor,Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","PT Appsku Aplikasi Indonesia adalah sebuah perusahaan yang bergerak dibidang teknologi informasi, khususnya yang berkonsentrasi sebagai spesialis pengembang aplikasi seluler. Kami mencari IT Support untuk bergabung dengan tim kami. 

Tanggung Jawab Pekerjaan :

1.	Melakukan Troubleshooting atas setiap permasalahan pada system, hardware & Jaringan (Helpdesk)
2.	Memandu user saat mengalami kesulitan dalam menggunakan System POS .
3.	Melakukan Testing saat terjadi perubahan pada system
4.	Melakukan Pendataan asset IT

Keahlian :

Menguasai Microsoft
Mengerti basic hardware dan jaringan

Kualifikasi :

1.	Usia Maksimal 25 Tahun
2.	Pendidikan Minimal D3 Tehnik Infomatika / Sistem Infomasi
3. 	Pengalaman minimal 1 tahun

Waktu Bekerja :
Senin – Jumat, 08.00 -17.00",https://www.loker.id/information-technology/help-desk-it-support/it-support-pt-appsku-aplikasi-indonesia-bogor.html,"Posted Date: Desember 14, 2023"
"PT. Tele Globe Global","Teknisi Server Komunikasi",Bekasi,"Rp.4 – 5 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","– Menginstal, mengkonfigurasi, dan memelihara perangkat telekomunikasi (IP Phone, telepon, dll)
– Installasi CCTV Analog dan IP Cam
– Melakukan pengawasan kerja server billing dan server komunikasi
– Memelihara PABX konvensional dan IP PABX
– Melayani permintaan pembuatan nomor telpon VOIP di Costumer
– Melayani Pekerjaan Fiber Optic dan Internet

Tanggung Jawab Pekerjaan :

1. Melayani – Instalasi CCTV
2. Report Hasil Kunjungan Client / Day
3. Maintenan insfratruktur internet

Keahlian :

– Bisa dan Faham instalasi CCTV
– Memiliki Pengalaman Fiber Optic
– Project Communication
– Paham tentang PABX

Kualifikasi :

1. Pria Minimum Usia 20 th
2. Pendidikan minimal SMA/SMK komputer jaringan/telekomunikasi
3. Mampu Bekerja Secara Tim
4. Dapat Berkoordinasi dan Berkomunikasi Dengan Client secara Baik
5. Bersedia Ditempatkan Di Kantor Cabang
6. Pengalaman Minimal 2 Tahun Dibidangnya

Waktu Bekerja :
Senin – Jumat jam 08:00 – 17:00 Sabtu 08:00 – 13:00
Tunjangan :

– Uang Lauar Kota

Insentif :

– Uang Lembur
– Uang Stanby / Piket",https://www.loker.id/information-technology/network-engineer/teknisi-server-komunikasi-pt-tele-globe-global-bekasi.html,"Updated:  Januari 8, 2024"
"PT Gemilang Maju Berjaya","Staff IT",Surabaya,Negosiasi,"Junior / Entry Level","Master / S2","Sarjana / S1","PT Gemilang Maju Berjaya yang bergerak di bidang pengajaran bahasa Mandarin membutuhkan tenaga IT support. Sesuai dengan visi misi perusahaan kami, maka calon pelamar kami harapkan mempunyai semangat modern, inovatif dan siap dibentuk. Unit produk kami yang akan dipasarkan meliputi kelas reguler di tempat kursus, sekolah rekanan dan perusahaan rekanan.

Tanggung Jawab Pekerjaan :

– Mengoperasikan dan memonitor sistem database terintegrasi
– Mengembangkan platform pembelajaran online dan juga sarana pendukung pembelajaran
– Mengatasi troubleshooting untuk kendala hardware, software maupun konektivitas jaringan

Keahlian :

– Menguasai Management Information System
– Menguasai Learning Management System
– Menguasai sistem networking

Kualifikasi :

– Pria / Wanita usia 25 – 35 tahun, berpengalaman minimal 2 tahun dibidang yang sama sebelumnya
– Bisa mengoperasikan Microsoft Office
– Memiliki gelar Sarjana minimal S1
– Mampu bekerja dalam tim, enerjik dan bertanggung jawab

Waktu Bekerja :
Senin – Jumat
Tunjangan :

BPJS kesehatan dan ketenaga kerjaan

Insentif :

THR
Bonus Performance Apprisal",https://www.loker.id/information-technology/help-desk-it-support/staff-it-pt-gemilang-maju-berjaya-surabaya.html,"Updated:  Januari 8, 2024"
"Universitas Teknologi Surabaya","Staf IT Support",Surabaya,Negosiasi,"Junior / Entry Level","Sarjana / S1","Purna Waktu / Full Time","Universitas Teknologi Surabaya, Sebuah lembaga pendidikan swasta yang sedang berkembang membutuhkan Staf IT yang berkompeten dibidangnya.

Tanggung Jawab Pekerjaan :

– Mengontrol dan mengelola perangkat lunak disetiap Fakultas/Unit
– Mengelola data dan backup data, pengarsipan serta dokumentasi data
– Mengelola basis data setiap Fakultas/Unit
– Mengelola Siakad Kampus
– Mengelola Infra Struktur IT Kampus
– Membuat Laporan Pekerjaan sebagai pertanggungjawaban pelaksanaan tugas
– Melaksanakan tugas lain yang diberikan oleh Pimpinan.

Keahlian :

– Mampu membuat desain matrix perencanaan jangka pendek/jangka panjang
– Menguasai pemrograman coding (php, mySql, java)
– Mampu membuat FlowChart untuk menggambarkan suatu proses, sistem, atau algoritma dari sebuah jaringan dan komputer.
– Memiliki komunikasi yang baik

Kualifikasi :

– Pria, usia maksimal 35 tahun
– Lulusan S1 Teknik Informatika/ Teknik Komputer / Sistem Informasi
– Diutamakan sudah memiliki pengalaman
– Domisili di Surabaya dan sekitarnya",https://www.loker.id/information-technology/help-desk-it-support/staf-it-support-universitas-teknologi-surabaya-surabaya.html,"Posted Date: November 30, 2023"
"PT. GERBANG BERKAH SOLUSI INDONESIA","Staff Webhost","Jakarta Timur",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"Master / S2","PT Gerbang Berkah Solusi Indonesi membuka kesempatan kerja untuk STAF WEBHOST, yang berpengalaman dibidangnya, Lebih disukai pengalaman di Web Tech Stack & Security Werb

Tanggung Jawab Pekerjaan :

– Membuat responsive web
– Mengevaluasi kinerja sistem serta mengimplentasikan program & fitur baru
– Melakukan uji coba kinerja program pada setiap unit pemrograman
– Melakukan installasi website kedalam web hosting, melakukan update konten, image, halaman & memelihara website

Keahlian :

Menguasai web designer dan web programmer, serta dapat berperan sebagai web administrator

Kualifikasi :

Pria
Pengalaman min. 1 thn dibidang yang sama (freshgraduate silahkan kirim lamaran)
Pendidikan minmal Diploma

Waktu Bekerja :
Senin – Jumat (pk.09:00 – 17:00 wib)",https://www.loker.id/information-technology/web-administrator/staff-webhost-pt-gerbang-berkah-solusi-indonesia-jakarta-timur.html,"Posted Date: November 27, 2023"
"PT. Djajadiningrat Kencana Abadi","Quality Assurance Engineer IT","DKI Jakarta","Rp.6 – 7 Juta","Junior / Entry Level","Sarjana / S1","Purna Waktu / Full Time","1. Plus point jika memiliki Keterampilan menggunakan automation tools seperti: Katalon, Selenium, Appium
2. Pengetahuan yang kuat tentang teknik pengujian QA dan terbiasa membuat test skenario
3. Familiar dengan RESTful API dan postman.”

Tanggung Jawab Pekerjaan :

– Memantau, menganalisis, meneliti dan menguji perkembangan seluruh produk yang diproduksi
– Melakukan monitoring proses pembuatan produk
– Melakukan verifikasi kualitas produk
– Memastikan barang yang diproduksi memiliki kualitas yang memenuhi standar perusahaan
– Merekomendasikan untuk melakukan pengolahan ulang pada produk dengan kualitas rendah
– Mendokumentasi inspeksi dan juga tes pada produk perusahaan

Keahlian :

1. Plus point jika memiliki Keterampilan menggunakan automation tools seperti: Katalon, Selenium, Appium
2. Pengetahuan yang kuat tentang teknik pengujian QA dan terbiasa membuat test skenario
3. Familiar dengan RESTful API dan postman.”

Kualifikasi :

1. Pengalaman minimal 3 tahun
2. Pendidikan minimal S1 Teknik atau Teknik Informatika/Teknik Komputer

Waktu Bekerja :
Jam 08.00 – 17.00 WIB (Senin – Jumat)",https://www.loker.id/information-technology/system-analyst/quality-assurance-engineer-it-pt-djajadiningrat-kencana-abadi-dki-jakarta.html,"Posted Date: September 25, 2023"
"PT. Djajadiningrat Kencana Abadi","Help Desk / IT Support","DKI Jakarta","Rp.6 – 7 Juta","Junior / Entry Level","Sarjana / S1","Purna Waktu / Full Time","PT. Djajadiningrat Kencana Abadi adalah perusahaan Holding yang bergerak di berbagai macam bidang bisnis. Saat ini, PT. Djajadiningrat Kencana Abadi membutuhkan Help Desk / IT Support

Tanggung Jawab Pekerjaan :

1. Melakukan on site maintenance
2. Menghandle complain, handling dan troubleshooting
3. Configurasi hardware dan software

Keahlian :

1. Memiliki kemampuan troubleeshooting Windows Client, Antivirus model Client/Server, aplikasi bisnis umum untuk korporasi dan Linux.
2. Memiliki kemampuan troubleshooting LAN, WLAN .
3. Familiar atau mengerti konfigurasi Office365.
4. Memiliki kemampuan analisa kerusakan perangkat  PC atau Notebook.

Kualifikasi :

1. Pengalaman minimal 5 tahun di bidang yang sama.
2. Pendidikan minimal S1 Teknik atau Teknik Informatika/Teknik Komputer

Waktu Bekerja :
Jam 08.00 – 17.00 WIB (Senin – Jumat)",https://www.loker.id/information-technology/help-desk-it-support/help-desk-it-support-pt-djajadiningrat-kencana-abadi-dki-jakarta.html,"Posted Date: September 25, 2023"
"PT. Djajadiningrat Kencana Abadi","Staff Website PIC","DKI Jakarta","Rp.6 – 7 Juta","Junior / Entry Level","Sarjana / S1","Purna Waktu / Full Time","PT. Djajadiningrat Kencana Abadi adalah perusahaan Holding yang bergerak di berbagai macam bidang bisnis. Saat ini, PT. Djajadiningrat Kencana Abadi membutuhkan Staff Website PIC – Media

Tanggung Jawab Pekerjaan :

– Bertanggung jawab dalam merencanakan, mengimplementasikan, mengelola, memantau, dan meningkatkan situs web perusahaan
– Menanggapi dan memecahkan semua masalah situs web Perusahaan
– Identifying and responding to all website security breaches.
– Bertanggung jawab dalam mengidentifikasi dan menanggapi semua pelanggaran keamanan situs web perusahaan
– Memastikan bahwa situs web dilindungi dengan mengaktifkan langkah-langkah keamanan yang sesuai.
– Meningkatkan pengalaman pengguna situs web perusahaan secara teratur
– Berkolaborasi dengan semua staf dan manajemen untuk memastikan bahwa situs web selaras dengan strategi merek dan memenuhi standar organisasi.
– Memastikan kepatuhan penuh di situs web dengan semua hukum dan peraturan.
– Memastikan situs web perusahaan up-to-date dengan praktik terbaik industri dan kepentingan perusahaan
– Membuat konten website yang sesuai dengan strategi organisasi.

Keahlian :

– Memahami prinsip dan teknologi pengembangan web dasar.
– Memiliki keterampilan komunikasi dan interpersonal yang luar biasa, dengan kemampuan untuk menjelaskan konsep teknis kepada individu non-teknis dalam bahasa Inggris dan Bahasa Indonesia
– Kemampuan pemecahan masalah yang kuat dan pandangan jauh ke depan untuk mengantisipasi dan mengatasi potensi hambatan
– Kemahiran dalam minimal 1 alat perangkat lunak manajemen

Kualifikasi :

– Lulusan S1 dalam Manajemen, Bisnis, Ilmu Komputer, atau bidang terkait.
– Memiliki pengalaman kerja 1 Tahun dalam bidang terkait
– Usia Maksimum 30 Tahun
– Lebih disukai memiliki pengalaman dalam desain atau pengembangan situs web.

Waktu Bekerja :
Jam 08.00 – 17.00 WIB (Senin – Jumat)",https://www.loker.id/information-technology/web-administrator/staff-website-pic-pt-djajadiningrat-kencana-abadi-dki-jakarta.html,"Posted Date: September 25, 2023"
"PT. ASURANSI UMUM VIDEI","Staff IT Support","Jakarta Selatan",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM","PT. Asuransi Umum VIDEI membutuhkan beberapa staff IT support  untuk web dan aplikasi.

Tanggung Jawab Pekerjaan :

Perancangan / design
Help desk
Maintenance komputer

Keahlian :

Diutamakan menguasai aplikasi CARE TECH  dan aplikasi pendukung kegiatan usaha lainnya.

Kualifikasi :

Pengalaman minimal 1 – 2 thn di bidang yang sama

Waktu Bekerja :
Jam 08.00 – Jam 17.00 Senin sampai Jumat
Tunjangan :

Uang kehadiran, BPJS",https://www.loker.id/information-technology/help-desk-it-support/staff-it-support-pt-asuransi-umum-videi-jakarta-selatan.html,"Posted Date: September 7, 2023"
"Rudy SBP Grafika","Magang Programming IT","Bandung Kota",Negosiasi,"Junior / Entry Level","Sarjana / S1",Magang,"Rudy SBP Grafika, Perusahaan distributor mesin cetak dan bahan percetakan terbesar di Kota Bandung membutuhkan kandidat terbaik untuk bergabung di perusahaan kami.

Tanggung Jawab Pekerjaan :

– Suppport IT
– Support programming

Keahlian :

– Memahami pemograman .Net, ASP.net, Python, C#, SQL Server, HTML, Javascript

Kualifikasi :

– Pria / Wanita
– Latar belakang pendidikan S1 Teknik Informatika (diutamakan)
– Fresh graduate / Masih kuliah (diutamakan)
– Umur maksimal 27 tahun.

Waktu Bekerja :
08:00 – Selesai
Tunjangan :

Uang Makan",https://www.loker.id/information-technology/help-desk-it-support/magang-programming-it-rudy-sbp-grafika-bandung-kota.html,"Updated:  Maret 4, 2024"
"PT FICO INDO REKAYASA","IT Support",Bekasi,"Rp.6 – 7 Juta","Junior / Entry Level","Sarjana / S1",Kontrak,"1. Menyelesaikan permintaan dukungan IT dari karyawan
2. Menjawab pertanyaan karyawan tentang sistem komputer
3. Mengumpulkan dan menganalisis data untuk mendiagnosis masalah dengan sistem komputer
4. Mengubah konfigurasi, pengaturan, dan izin untuk memperbaiki masalah komputer
5. Membuat login untuk karyawan baru selama proses orientasi
6. Menginstal driver perangkat lunak dan perangkat keras baru dan memperbarui yang sudah ada sesuai kebutuhan
7. Memperbarui karyawan tentang status permintaan layanan mereka

Tanggung Jawab Pekerjaan :

1. Memastikan seluruh alat kerja karyawan (Laptop/Komputer) yang digunakan dapat berfungsi normal/berjalan seperti seharusnya yang dipakai oleh pengguna dan terhubung dengan Jariangan
2. Bertugas melakukan backup terhadap semua data agar aman dan jika sistem mengalami gangguan, jika perlu restore data dari backup system yang ada.
3. Melakukan pengecekan dan update sistem operasi dan aplikasi yang dijalankan oleh pengguna secara berkala
4. Melakukan installasi Software (Laptop/Komputer/Printer)/Hardware maupun Installasi Jaringan
5. Menjadi pihak yang turut menjaga keamanan sistem lewat berbagai tools seperti scanning dengan antivirus dan lain sebagainya.
6. Bertanggung jawab terhadap mesin pendukung semacam printer, scanner dan lain sebagainya.

Keahlian :

1. Memiliki kemampuan teknis : Installasi TCP/IP, LAN, WLAN, VLAN, Bridging, Routing and DNS,  Network configuration with MikroTik  Router, and Storage configuration (NAS and RAID).
2. Mampu menangani Virus & Malware
3. Menguasai sistem operasi komputer Software/Hardware dan Jaringan
4. Mampu berkomunikasi dengan baik dan tepat
5. Dapat Menangani masalah Software dan Hardware secara cepat

Kualifikasi :

1. Pendidikan S1 – IT Teknik Komputer
2. Pria – Usia Min 25-30 Thn
3. Pengalaman minimal 1 tahun

Waktu Bekerja :
Jam 08.00 s/d 17.00 wib",https://www.loker.id/information-technology/help-desk-it-support/it-support-pt-fico-indo-rekayasa-bekasi.html,"Updated:  Maret 4, 2024"
"PT. Sebastian Jaya Metal","Staff SAP",Bekasi,"Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","PT. Sebastian Jaya Metal adalah perusahaan yang memproduksi komponen kendaraan bermotor roda dua & empat. Seiring berkembangnya jaman, kamipun membutuhkan Staff software SAP yang berkompeten dibidangnya.

Tanggung Jawab Pekerjaan :

1. Cross SAP module integration
2. Develop web application or customize existing application
3. Learn new technology when required in the process of application development
4. Problem solving and working with team on a project
5. Proven experience transitioning Functional Requirement to Technical Requirements
6. Extensive business process and functional knowledge
7. Proven experience gathering and documenting Functional Requirements
8. Ability to be flexible and work analytically in a problem-solving environment
9. Excellent communication (written and oral) and interpersonal skills

Keahlian :

1. Memiliki pengetahuan tentang software SAP
2. Dapat menguasai komputer (word, excel, powerpoint)
3. Berorientasi pada target dan memiliki loyalitas tinggi
4. Memahami ISO 9001:2015

Kualifikasi :

1. Laki-laki/Perempuan
2. Usia maksimal 35 Tahun
3. D3/S1 dari semua jurusan
4. IPK minimal 2.75
5. Memiliki SIM A dan SIM C (lebih diutamakan)
Diutamakan berpengalaman minimal 1 tahun di perusahaan manufakturing.

Waktu Bekerja :
Senin – Jumat : Jam 08.00 s/d 16.00, Sabtu : Jam 08.00 s/d 13.00
Tunjangan :

– Uang Makan,
– Uang Transport,
– BPJS Ketenagakerjaan.

Insentif :

Insentif Lembur (Overtime)",https://www.loker.id/information-technology/staff-sap-pt-sebastian-jaya-metal-bekasi.html,"Updated:  Maret 4, 2024"
"Unisistama Megah","Staff Network Engineer","Jakarta Barat",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","Tanggung Jawab Pekerjaan :

Menguasai Install & Handling Trouble Router
Install & Handling Troubel of Router / Switch / Wifi Acces Point

Keahlian :

Menguasai Install & Handling Trouble Router
Menguasai Bahasa Inggris
Mempunyai Cisco CCNA Sertifikat

Kualifikasi :

1. Pria (Max. 40 tahun)
2. Memiliki pengalaman minimal 1 tahun
3. Pendidikan minimal Diploma
4. Siap Ditugaskan di luar kota dan dalam kota saat hari- hari besar
5. Mampu Bekerjasama dengan Team

Waktu Bekerja :
Jam 08:30 s/d 17:00 , Senin – Jumat
Tunjangan :

1. BPJS Kesehatan & Ketanagakerjaan",https://www.loker.id/information-technology/network-engineer/staff-network-engineer-unisistama-megah-jakarta-barat.html,"Posted Date: April 16, 2024"
"PT FLAMBINDO CORTAMA","Teknisi Komputer","Kabupaten Tangerang",Negosiasi,"Junior / Entry Level","SMA / SMK / STM","Purna Waktu / Full Time","Kami sedang mencari Teknisi Komputer yang berkualitas untuk menginstal, memelihara, dan memperbaiki komputer dan jaringan. 

Tanggung Jawab Pekerjaan :

– Melakukan pemeliharaan dan pembaruan hardware dan software secara berkala.
– Menginstal LAN/WAN yang berfungsi dengan baik dan jaringan lain serta mengelola komponen (server, IP, dll.)
– Mendiagnosis masalah komputer perusahaan.
– Melakukan pemeliharaan dan pembaruan hardware dan software secara berkala.
– Membuat laporan-laporan

Keahlian :

– Menguasai Microsoft Office ( Excel dan Word)
– Mampu Merakit Komputer
– Mampu membuat kabel LAN

Kualifikasi :

Pria
Pendidikan Minimal SMK Jurusan Teknik Komputer & Jaringan (TKJ)
Usia Maksimal 21 Tahun
Bisa Mengoperasikan Komputer

Waktu Bekerja :
Senin – Jumat",https://www.loker.id/information-technology/help-desk-it-support/teknisi-komputer-pt-flambindo-cortama-kabupaten-tangerang.html,"Updated:  April 17, 2024"
PT.Asaba,"Technical Sales Support",Balikpapan,Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM","Tanggung Jawab Pekerjaan :

Memberikan Training
Instalasi IT Product ke Customer
Menjalin hubungan baik dengan Customer

Keahlian :

Memiliki pengetahuan & kemampuan dalam bidang IT

Kualifikasi :

1. Pria, Usia Maks 33 Tahun
2. Pendidikan Minimal SMK/D3 Tehnik Komputer
3. Pengalaman Min 1-2 Tahun sebagai Teknisi Komputer/IT Product
4. Fresh Graduate di perbolehkan melamar
6. Bersedia melakukan perjalanan Dinas
7. Memiliki Certificate Vaksin Covid Dosis-2
8. Penempatan : Balikpapan-Kalimantan Timur

Waktu Bekerja :
Jam 08:00-17:00, Senin-Jumat
Tunjangan :

Tunjangan Operasional Perjalanan Dinas

Insentif :

Insentif /Project",https://www.loker.id/information-technology/help-desk-it-support/technical-sales-support-pt-asaba-balikpapan.html,"Posted Date: Maret 28, 2024"
"PT Panji Akurasi Semesta","IT Support","Jakarta Timur","Rp.5 – 6 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","Engineer on Site di lokasi user, untuk menghandle dan follow up komplain atau laporan yang ada hubungannya dengan Network, CCTV, Server dan terkait. Monitoring perangkat Networking selama 24 Jam, Bekerja dengan system shifting.

Tanggung Jawab Pekerjaan :

1. Menerima Laporan Gangguan
2. Menindaklanjuti laporan (Troubleshooting awal)
3. Melaporkan hasil pengecekan ke User
4. Monitoring perangkat Network
5. Preventive Maintenance

Keahlian :

1. Menguasai Dasar Networking
2. Menguasai Dasar Ilmu Komputer
3. Mampu berkomunikasi dengan Baik

Kualifikasi :

Fresh Graduated dan experienced
Pendidikan minimal Diploma

Waktu Bekerja :
Shifting; Shift 1, Shift 2, Shift 3",https://www.loker.id/information-technology/help-desk-it-support/it-support-pt-panji-akurasi-semesta-jakarta-timur.html,"Posted Date: Maret 19, 2024"
